170  -0.0408579  -0.0326311  0.00822685
171  -0.0373928  -0.0306257  0.00676714
172  -0.022931  -0.0118693  0.0110617
173  -0.0291342  -0.0148513  0.0142829
174  -0.0121543  0.000560191  0.0127145
175  -0.00429829  0.00820067  0.012499
176  0.0276564  0.0353934  0.007737
177  0.0379053  0.046811  0.00890566
178  0.0433155  0.0562394  0.012924
179  0.0320804  0.0440011  0.0119207
180  0.0261119  0.0386337  0.0125219
181  0.0465106  0.0373389  -0.00917174
182  0.0229436  0.0336675  0.0107238
183  0.0134786  -0.00225013  -0.0157288
184  0.0172321  0.0257915  0.00855945
185  0.0687335  0.082487  0.0137535
186  0.102452  0.112421  0.0099688
187  0.127921  0.14224  0.0143191
188  0.00283029  0.0136457  0.0108154
189  0.0187036  0.0257334  0.00702976
190  0.0228637  0.0278987  0.00503498
191  0.0243241  0.0297859  0.00546183
192  0.0152629  0.0227746  0.0075117
193  0.0184964  0.0241518  0.0056554
194  0.0237484  0.0298548  0.00610642
195  0.0250716  0.0299426  0.00487097
196  0.023755  0.0282949  0.0045399
197  0.0221497  0.0335395  0.0113897
198  0.0454548  0.0509562  0.00550136
199  0.0185449  0.0248295  0.00628454
200  0.0133359  0.0203522  0.00701637
201  0.012252  0.0184132  0.00616124
202  0.00726854  0.0116123  0.00434371
203  -0.011338  -0.00802579  0.00331223
204  -0.015801  -0.011762  0.00403896
205  -0.0161824  -0.00904241  0.00713998
206  -0.0130799  -0.00818069  0.0048992
207  -0.00792096  -0.00480671  0.00311425
208  0.00523489  0.00504525  -0.000189645
209  -0.00908371  0.00544494  0.0145287
210  -0.00149236  -0.00551987  -0.00402752
211  0.00488598  0.00640558  0.0015196
212  -0.000471155  -0.00573763  -0.00526648
213  -0.00621806  0.000936501  0.00715456
214  -0.0104581  -0.0036916  0.00676653
215  -0.00712796  -0.00650055  0.000627408
216  -0.00300694  -0.00444013  -0.00143319
217  -0.0702762  -0.0714456  -0.0011694
218  -224.802  -225.353  -0.55151
219  -224.802  -225.353  -0.55151
220  -0.032124  -0.0629009  -0.0307768
221  -0.0418575  -0.0369096  0.00494798
222  -0.0231007  -0.0133629  0.00973776
223  -0.0241735  -0.0225136  0.00165988
224  -0.0117798  -0.0118098  -2.99556e-05
225  -0.0130596  -0.018277  -0.00521741
226  -0.0125152  -0.0112435  0.00127168
227  0.00210724  0.00680553  0.0046983
228  -0.00892716  -0.00931712  -0.000389956
229  -0.00803801  -0.00348085  0.00455716
230  -0.00895163  -0.00944944  -0.000497809
231  -0.00866743  -0.00709514  0.00157229
232  -0.013424  -0.011088  0.00233596
233  -0.00135288  -0.000385276  0.000967609
234  -0.00676981  -0.00145363  0.00531618
235  0  0  0
236  0.00375158  0.00499772  0.00124614
237  0.0086614  0.00937865  0.000717253
238  -0.00145031  0.00430981  0.00576012
239  0.00325685  0.000552595  -0.00270426
240  -0.0070836  -0.00357922  0.00350438
241  0.0018832  0.00102312  -0.000860074
242  0.00199351  -0.000471226  -0.00246473
243  0.00376312  0.00128567  -0.00247745
244  0.0115845  0.0136947  0.00211018
245  0.00203042  0.00744801  0.00541759
246  0.00397894  0.00165084  -0.0023281
247  0.0055423  0.00378099  -0.00176131
248  0.0012082  0.00109334  -0.000114861
249  0.000639911  -0.00163721  -0.00227712
250  -0.00076175  -0.00173376  -0.000972014
251  -0.00718691  -0.0099838  -0.00279689
252  -0.00814328  -0.00956713  -0.00142385
253  -0.0085455  -0.0100906  -0.00154508
254  0.0110827  0.0094229  -0.00165982
255  0.0406903  0.0460476  0.00535735
256  0.0187375  0.022589  0.00385147
257  0.0136816  0.0167567  0.00307515
258  0.00493971  0.00778717  0.00284747
259  0.0124166  0.0146126  0.00219602
260  0.0886289  0.0879717  -0.000657204
261  0.117978  0.121149  0.00317169
262  0.145824  0.149194  0.00337003
263  0.177438  0.181838  0.00439997
264  0.20708  0.209573  0.00249292
265  0.226663  0.231581  0.00491846
266  0.302972  0.305235  0.00226339
267  0.361308  0.359423  -0.00188545
268  0.360787  0.358945  -0.00184208
269  0.381663  0.380443  -0.00121976
270  0.37562  0.377537  0.00191655
271  0.317715  0.316339  -0.00137563
272  0.254805  0.251037  -0.00376794
