170  326.241  224.76  225.32  2023.82  1.86239
171  326.254  224.763  225.323  2023.81  1.8624
172  326.271  224.779  225.342  2023.81  1.86239
173  326.266  224.774  225.339  2023.81  1.86239
174  326.276  224.789  225.353  2023.82  1.86239
175  326.297  224.798  225.362  2023.81  1.86238
176  326.319  224.828  225.389  2023.81  1.86238
177  326.341  224.84  225.403  2023.8  1.86238
178  326.345  224.846  225.409  2023.81  1.86237
179  326.321  224.834  225.398  2023.82  1.86236
180  326.358  224.836  225.394  2023.78  1.86236
181  326.391  224.835  225.389  2023.75  1.86238
182  326.32  224.825  225.387  2023.81  1.86237
183  326.357  224.812  225.372  2023.76  1.86233
184  326.321  224.819  225.379  2023.8  1.86236
185  326.364  224.87  225.435  2023.81  1.86237
186  326.402  224.905  225.465  2023.81  1.86238
187  326.441  224.931  225.496  2023.8  1.86238
188  326.308  224.805  225.366  2023.8  1.86237
189  326.316  224.82  225.38  2023.81  1.86236
190  326.309  224.825  225.382  2023.82  1.86238
191  326.313  224.826  225.383  2023.81  1.86238
192  326.307  224.819  225.376  2023.81  1.86239
193  326.312  224.822  225.379  2023.81  1.86238
194  326.314  224.826  225.384  2023.81  1.86237
195  326.321  224.827  225.384  2023.81  1.86236
196  326.318  224.825  225.383  2023.81  1.86235
197  326.311  224.824  225.386  2023.82  1.86234
198  326.383  224.849  225.401  2023.77  1.86235
199  326.329  224.821  225.378  2023.79  1.86234
200  326.322  224.814  225.375  2023.8  1.86234
201  326.314  224.815  225.373  2023.8  1.86234
202  326.313  224.809  225.366  2023.8  1.86233
203  326.29  224.791  225.345  2023.8  1.86233
204  326.267  224.786  225.343  2023.82  1.86233
205  326.281  224.786  225.345  2023.81  1.86234
206  326.281  224.788  225.346  2023.81  1.86233
207  326.289  224.794  225.349  2023.81  1.86234
208  326.29  224.807  225.359  2023.82  1.86235
209  326.269  224.792  225.36  2023.83  1.86233
210  326.288  224.801  225.349  2023.81  1.86235
211  326.338  224.804  225.361  2023.77  1.86235
212  326.309  224.802  225.351  2023.79  1.86234
213  326.286  224.796  225.355  2023.81  1.86234
214  326.29  224.792  225.35  2023.8  1.86234
215  326.28  224.795  225.346  2023.82  1.86236
216  326.297  224.799  225.349  2023.8  1.86236
217  326.149  224.714  225.285  2023.87  1.86234
218  0  0  0  0  0
219  326.391  0  225.22  2023.58  1.86216
220  326.073  224.728  225.291  2023.96  1.86223
221  326.308  224.749  225.326  2023.75  1.86233
222  326.29  224.779  225.344  2023.79  1.86235
223  326.258  224.779  225.331  2023.82  1.86235
224  326.255  224.789  225.342  2023.83  1.86236
225  326.283  224.793  225.341  2023.81  1.86237
226  326.27  224.789  225.344  2023.82  1.86235
227  326.288  224.804  225.361  2023.82  1.86235
228  326.268  224.792  225.344  2023.82  1.86235
229  326.29  224.794  225.35  2023.81  1.86235
230  326.263  224.792  225.345  2023.83  1.86234
231  326.265  224.794  225.347  2023.83  1.86234
232  326.253  224.79  225.342  2023.84  1.86234
233  326.292  224.8  225.353  2023.81  1.86234
234  326.278  224.795  225.352  2023.82  1.86234
235  326.287  224.802  225.353  2023.81  1.86234
236  326.305  224.806  225.36  2023.8  1.86233
237  326.282  224.81  225.363  2023.83  1.86232
238  326.289  224.8  225.358  2023.81  1.86232
239  326.282  224.806  225.355  2023.82  1.86232
240  326.284  224.795  225.349  2023.81  1.86232
241  326.277  224.804  225.355  2023.83  1.86233
242  326.276  224.802  225.354  2023.83  1.86232
243  326.299  224.805  225.355  2023.81  1.86233
244  326.301  224.814  225.367  2023.81  1.86234
245  326.268  224.804  225.361  2023.84  1.86234
246  326.288  224.805  225.355  2023.82  1.86235
247  326.286  224.807  225.358  2023.82  1.86236
248  326.271  224.804  225.355  2023.83  1.86236
249  326.271  224.802  225.353  2023.83  1.86236
250  326.295  224.802  225.352  2023.81  1.86232
251  326.274  224.794  225.345  2023.82  1.86231
252  326.275  224.795  225.343  2023.82  1.86232
253  326.283  224.793  225.345  2023.81  1.86232
254  326.312  224.814  225.362  2023.8  1.86231
255  326.338  224.841  225.389  2023.8  1.86233
256  326.332  224.823  225.377  2023.79  1.86232
257  326.316  224.815  225.371  2023.8  1.86231
258  326.311  224.807  225.362  2023.8  1.86232
259  326.308  224.814  225.368  2023.81  1.86231
260  326.373  224.89  225.442  2023.82  1.86231
261  326.427  224.92  225.475  2023.79  1.86232
262  326.444  224.948  225.503  2023.81  1.86231
263  326.488  224.981  225.535  2023.79  1.86231
264  326.496  225.009  225.563  2023.81  1.86232
265  326.531  225.029  225.585  2023.8  1.86233
266  326.588  225.106  225.659  2023.82  1.86235
267  326.626  225.164  225.714  2023.84  1.86237
268  326.64  225.164  225.713  2023.82  1.8624
269  326.661  225.182  225.734  2023.82  1.8624
270  326.663  225.179  225.731  2023.82  1.8624
271  326.601  225.12  225.67  2023.82  1.86239
272  326.536  225.054  225.605  2023.82  1.86237
