170  224.761  225.321  0.559737
171  224.765  225.323  0.558277
172  224.779  225.342  0.562572
173  224.773  225.339  0.565793
174  224.79  225.354  0.564225
175  224.798  225.362  0.564009
176  224.83  225.389  0.559247
177  224.84  225.4  0.560416
178  224.845  225.41  0.564434
179  224.834  225.397  0.563431
180  224.828  225.392  0.564032
181  224.848  225.391  0.542338
182  224.825  225.387  0.562234
183  224.815  225.351  0.535781
184  224.819  225.379  0.56007
185  224.871  225.436  0.565264
186  224.904  225.466  0.561479
187  224.93  225.496  0.565829
188  224.805  225.367  0.562326
189  224.821  225.379  0.55854
190  224.825  225.381  0.556545
191  224.826  225.383  0.556972
192  224.817  225.376  0.559022
193  224.82  225.378  0.557166
194  224.826  225.383  0.557617
195  224.827  225.383  0.556381
196  224.826  225.382  0.55605
197  224.824  225.387  0.5629
198  224.847  225.404  0.557012
199  224.821  225.378  0.557795
200  224.815  225.374  0.558527
201  224.814  225.372  0.557671
202  224.809  225.365  0.555854
203  224.791  225.345  0.554822
204  224.786  225.342  0.555549
205  224.786  225.344  0.55865
206  224.789  225.345  0.556409
207  224.794  225.349  0.554624
208  224.807  225.359  0.551321
209  224.793  225.359  0.566039
210  224.8  225.348  0.547483
211  224.807  225.36  0.55303
212  224.802  225.348  0.546244
213  224.796  225.354  0.558665
214  224.792  225.35  0.558277
215  224.795  225.347  0.552138
216  224.799  225.349  0.550077
217  224.732  225.282  0.550341
218  0  0  0
219  0  0  0
220  224.77  225.291  0.520733
221  224.76  225.317  0.556458
222  224.779  225.34  0.561248
223  224.778  225.331  0.55317
224  224.79  225.342  0.55148
225  224.789  225.335  0.546293
226  224.789  225.342  0.552782
227  224.804  225.36  0.556208
228  224.793  225.344  0.55112
229  224.794  225.35  0.556067
230  224.793  225.344  0.551012
231  224.793  225.346  0.553082
232  224.789  225.342  0.553846
233  224.801  225.353  0.552478
234  224.795  225.352  0.556826
235  224.802  225.353  0.55151
236  224.806  225.358  0.552756
237  224.811  225.363  0.552227
238  224.801  225.358  0.55727
239  224.805  225.354  0.548806
240  224.795  225.35  0.555015
241  224.804  225.355  0.55065
242  224.804  225.353  0.549045
243  224.806  225.355  0.549033
244  224.814  225.367  0.55362
245  224.804  225.361  0.556928
246  224.806  225.355  0.549182
247  224.808  225.357  0.549749
248  224.803  225.355  0.551395
249  224.803  225.352  0.549233
250  224.801  225.352  0.550538
251  224.795  225.344  0.548713
252  224.794  225.344  0.550086
253  224.793  225.343  0.549965
254  224.813  225.363  0.54985
255  224.843  225.4  0.556868
256  224.821  225.376  0.555362
257  224.816  225.37  0.554585
258  224.807  225.361  0.554358
259  224.814  225.368  0.553706
260  224.891  225.441  0.550853
261  224.92  225.475  0.554682
262  224.948  225.503  0.55488
263  224.979  225.535  0.55591
264  225.009  225.563  0.554003
265  225.029  225.585  0.556429
266  225.105  225.659  0.553774
267  225.163  225.713  0.549625
268  225.163  225.712  0.549668
269  225.184  225.734  0.55029
270  225.178  225.731  0.553427
271  225.12  225.67  0.550135
272  225.057  225.605  0.547742
