54.381  59.6752
0  0  56.6239  0  64.636  0  0 1
1  1  55.8906  54.5521  13.4656  40.2336  0 1
2  2  56.6513  61.4449  13.2554  11.2675  1.10444 -8.18691
3  3  56.2805  63.3156  9.74144  10.8129  0.752527 12.0285
4  4  55.3454  57.4133  8.45983  8.60876  2.56006 -87.3062
5  5  53.9936  60.7666  7.00253  6.15054  0.781651 12.1769
6  6  56.7022  60.3387  5.04127  9.45426  1.45582 -28.167
7  7  55.9247  61.3162  5.82597  3.99934  0.981945 -0.5339
8  8  56.4392  61.052  4.87979  4.01268  1.14771 -10.3948
9  9  56.8534  61.9059  4.99219  5.20749  1.04784 -5.19202
10  10  57.0259  62.0547  5.07714  4.41058  1.05276 -5.65375
11  11  57.3079  60.9245  5.32956  4.72062  1.46383 -29.5081
12  12  56.499  61.8834  5.13144  4.31684  0.98324 -1.17099
13  13  56.6952  62.0015  5.18075  4.29956  0.997711 -2.18441
14  14  56.6833  61.5717  4.65711  4.42022  1.083 -7.00682
15  15  56.9368  61.8923  5.06969  4.00762  1.06835 -6.44739
16  16  56.9917  62.2635  4.62154  4.37603  1.00424 -2.85238
17  17  56.7437  61.9454  5.06594  4.03883  1.01778 -3.37138
18  18  56.592  61.6314  5.15199  4.04595  1.05054 -5.07136
19  19  56.4463  61.6963  4.73771  4.02938  1.00841 -2.53975
20  20  56.1345  61.8059  5.03697  4.0526  0.933487 1.98019
21  21  55.7814  61.026  4.87624  4.19871  1.00945 -1.92736
22  22  54.9742  61.0838  4.95255  3.90083  0.866522 6.74471
23  23  54.3291  59.8022  5.06782  4.07948  0.967302 1.8284
24  24  54.4597  59.4922  4.96701  3.71966  1.052 -2.91081
25  25  53.6259  59.8095  4.97798  3.68742  0.856161 8.46861
26  26  53.6657  58.698  4.97332  3.69255  1.05202 -2.07617
27  27  52.8013  59.2146  5.29347  3.87129  0.825493 10.7939
28  28  52.082  57.7147  4.5759  3.82135  0.939884 5.43004
29  29  51.0928  56.9164  4.51987  4.32054  0.909081 7.9336
30  30  51.0236  57.301  4.54175  4.17177  0.843366 11.3494
31  31  50.6544  56.8614  4.07451  4.78487  0.852931 11.1763
32  32  49.5727  56.422  3.79608  4.87075  0.772938 16.0645
33  33  49.7847  55.3822  4.98157  3.99091  0.94581 7.29416
34  34  49.43  55.0738  5.8935  4.67234  0.938059 8.01275
35  35  47.812  55.2981  7.35972  8.81273  0.707196 20.5686
36  36  49.7631  56.294  8.86217  6.87873  0.810632 14.0415
37  37  53.1088  56.9375  13.8515  9.1542  1.38275 -19.0549
38  38  49.7545  56.9019  15.819  14.9671  0 1
39  39  49.2294  50.7142  25.7864  35.7143  0 1
40  40  33.0279  56.6022  66.1405  35.8386  0 1
41  41  52.5639  60.2039  83.6987  13.5774  0 1
42  42  47.934  55.946  76.6968  88.5677  0 1
43  43  47.5184  50.7645  33.4451  110.259  0 1
44  44  0  0  0  0  0 1
45  45  0  44.3992  0  61.3387  0 1
46  46  0  0  0  0  0 1
47  47  0  0  0  0  0 1
48  48  0  0  0  0  0 1
49  49  0  0  0  0  0 1
50  50  0  0  0  0  0 1
51  51  0  0  0  0  0 1
52  52  0  0  0  0  0 1
53  53  0  0  0  0  0 1
54  54  0  0  0  0  0 1
55  55  0  0  0  0  0 1
56  56  0  0  0  0  0 1
57  57  0  0  0  0  0 1
