37.8495  41.038
0  0  0  0  0  0  0 1
1  1  0  0  0  0  0 1
2  2  0  0  0  0  0 1
3  3  0  0  0  0  0 1
4  4  0  0  0  0  0 1
5  5  0  0  0  0  0 1
6  6  0  0  0  0  0 1
7  7  0  0  0  0  0 1
8  8  0  0  0  0  0 1
9  9  0  0  0  0  0 1
10  10  0  0  0  0  0 1
11  11  0  0  0  0  0 1
12  12  0  0  0  0  0 1
13  13  0  0  0  0  0 1
14  14  0  0  0  0  0 1
15  15  0  0  0  0  0 1
16  16  0  0  0  0  0 1
17  17  0  0  0  0  0 1
18  18  0  0  0  0  0 1
19  19  0  0  0  0  0 1
20  20  0  0  0  0  0 1
21  21  0  0  0  0  0 1
22  22  0  0  0  0  0 1
23  23  0  0  0  0  0 1
24  24  0  0  0  0  0 1
25  25  0  0  0  0  0 1
26  26  0  0  0  0  0 1
27  27  0  0  0  0  0 1
28  28  0  0  0  0  0 1
29  29  0  0  0  0  0 1
30  30  0  0  0  0  0 1
31  31  0  0  0  0  0 1
32  32  0  0  0  0  0 1
33  33  0  0  0  0  0 1
34  34  24.9354  0  34.352  0  0 1
35  35  19.3898  0  31.886  0  0 1
36  36  27.8124  0  54.2673  0  0 1
37  37  22.635  0  71.0283  0  0 1
38  38  28.5714  27.5607  69.2263  38.1758  0 1
39  39  36.2482  31.9606  33.6489  49.5031  0 1
40  40  27.4478  31.7838  21.3082  87.684  0 1
41  41  29.5579  36.3375  20.393  13.3107  0 1
42  42  26.6171  18.9582  17.0236  56.8645  0 1
43  43  31.2177  26.0463  16.2063  41.6851  0 1
44  44  22.4804  36.5533  23.0716  12.3674  0 1
45  45  27.4181  36.1185  10.4279  23.8788  0 1
46  46  28.5885  37.8105  13.7941  13.805  0.345751 27.965
47  47  29.564  33.4039  11.7603  6.8047  0.83037 13.3004
48  48  30.9967  36.0962  8.76829  6.98184  0.625259 18.4686
49  49  32.4612  34.3439  9.17398  6.67549  1.69364 -17.1282
50  50  32.0497  36.9114  7.3088  4.14689  0.655846 16.8299
51  51  33.6755  36.5048  8.40398  4.26248  1.127 -0.102846
52  52  34.0573  36.46  6.77836  2.98207  1.32706 -7.34653
53  53  34.9849  37.3133  4.61792  4.99744  1.36938 -10.0582
54  54  35.1995  37.5272  4.31337  4.30869  1.36984 -10.3681
55  55  35.0022  38.2761  4.76342  3.64341  0.973946 3.75922
56  56  34.5601  37.3705  5.37737  3.88548  1.13452 -1.35971
57  57  34.1094  37.4145  4.49204  3.94219  0.964738 4.94288
58  58  34.0036  36.3255  4.50588  3.8035  1.37327 -8.84659
59  59  34.072  36.9813  4.77707  4.13193  1.09597 0.507745
60  60  34.7311  37.8655  5.17086  4.24937  1.01725 2.5194
61  61  35.6848  38.5093  4.95008  4.2929  1.1289 -2.43509
62  62  36.4127  39.0546  4.18084  3.98986  1.20693 -6.0981
63  63  36.5727  39.3323  4.6016  3.41552  1.15544 -4.40791
64  64  36.3609  40.0586  5.17885  4.1396  0.862305 6.49531
65  65  36.8206  40.2244  4.84027  4.39469  0.936742 3.35812
66  66  37.5166  40.2592  4.66491  4.50225  1.16261 -5.76782
67  67  37.3931  41.6868  4.43801  4.09864  0.742609 10.081
68  68  37.9595  41.3999  4.98101  4.59278  0.926812 2.66818
69  69  38.1581  42.4208  4.85782  4.41782  0.747995 9.30747
70  70  38.4031  41.9452  5.14058  4.41997  0.900173 3.28011
71  71  39.5819  43.265  4.17768  4.12597  0.865714 3.58295
72  72  39.4644  42.901  4.40808  4.4526  0.927839 1.23285
73  73  40.0199  43.9023  4.10968  4.52345  0.821284 4.98179
74  74  40.352  43.5849  4.24748  4.74261  0.986261 -1.94807
75  75  41.1804  44.2841  4.45846  4.09562  1.02734 -4.45665
76  76  41.2544  45.1792  4.48958  4.87509  0.812408 4.33408
77  77  41.9149  44.9638  4.47473  4.7845  1.04578 -5.98443
78  78  42.4856  45.263  4.50248  5.20357  1.14802 -10.9249
79  79  43.2656  45.7985  4.16484  5.49452  1.25882 -16.6142
80  80  43.2516  47.1902  4.04855  6.27067  0.809555 2.83496
81  81  43.3916  47.2217  3.56155  8.05358  0.832498 1.7261
82  82  43.8666  48.257  3.5063  5.51755  0.726247 5.9915
83  83  44.4076  48.5364  3.72936  4.98565  0.772273 3.5547
84  84  44.5987  48.1116  3.70713  5.99845  0.907673 -2.63154
85  85  44.0286  48.1985  3.14534  7.42454  0.764647 4.18315
86  86  45.5391  49.5923  3.73426  9.96337  0.786664 2.02556
87  87  45.3933  51.2885  3.55731  15.2862  0 1
88  88  96.3087  49.1257  49.4643  20.7343  0 1
89  89  97.7403  0  58.8607  0  0 1
90  90  44.6265  0  10.9497  0  0 1
91  91  0  0  0  0  0 1
92  92  0  0  0  0  0 1
93  93  0  0  0  0  0 1
