47.628  52.9678
0  0  62.5489  0  12.5947  0  0 1
1  1  58.708  55.5602  15.9585  55.811  0 1
2  2  51.7371  60.2962  16.8966  22.85  0 1
3  3  51.0634  54.0755  34.6488  18.1168  0 1
4  4  49.2052  53.2254  12.5513  11.9048  1.32824 -17.7285
5  5  46.6532  53.684  8.24881  20.1288  0 1
6  6  50.0076  53.6059  8.60481  8.8038  1.48399 -26.583
7  7  48.3247  53.8787  7.69524  8.70149  0.961444 1.1664
8  8  48.3998  53.0087  5.44086  7.66705  1.15859 -8.44736
9  9  48.0924  54.7006  5.26956  6.35124  0.808061 8.76632
10  10  48.3559  53.9223  5.31522  5.24555  0.959303 1.23997
11  11  48.3068  52.9859  4.60347  5.22286  1.14122 -7.50073
12  12  48.778  53.8866  4.99505  4.92555  1.04526 -3.35756
13  13  48.8911  54.8653  4.64585  4.67401  0.893807 3.9288
14  14  48.6108  54.6229  4.07013  4.39463  0.888172 4.45325
15  15  48.8029  54.5841  4.63326  4.27163  0.923652 2.55101
16  16  48.8764  54.934  4.24725  4.46772  0.88151 4.54291
17  17  48.2778  54.1107  4.32958  4.41382  0.91546 3.43157
18  18  47.7973  54.2805  4.04038  4.51321  0.823629 8.26074
19  19  48.0858  53.1713  4.01943  4.332  1.05001 -2.86275
20  20  47.6579  53.413  4.20911  4.11942  0.92785 3.40855
21  21  47.2636  53.1546  4.09211  4.07017  0.90645 4.78585
22  22  47.9662  52.3793  3.92785  3.8797  1.21001 -10.4118
23  23  46.9997  54.301  4.09632  4.42462  0.731351 13.2547
24  24  47.6881  52.0638  4.17795  4.03271  1.22033 -10.5671
25  25  46.4863  53.0019  4.13377  4.32378  0.819552 9.52997
26  26  46.1106  50.9597  3.87703  4.89098  1.10121 -3.14962
27  27  45.0841  51.309  3.37855  5.19168  0.857819 8.9539
28  28  46.3077  50.6072  4.24776  4.18382  1.24195 -9.88369
29  29  45.2208  50.8589  3.27523  4.79089  0.947093 4.79964
30  30  44.7233  49.4431  3.72941  3.96621  1.13136 -2.97009
31  31  44.6047  50.7219  3.19377  8.35912  0.87292 8.69159
32  32  44.7964  51.1014  4.63132  12.141  0.846914 9.68927
33  33  44.7591  48.5038  5.54749  15.9811  0 1
34  34  44.8093  45.0749  11.3062  20.5122  0 1
35  35  45.297  49.4527  11.8366  25.0615  0 1
36  36  45.561  52.0055  14.5794  15.438  0 1
37  37  47.1631  52.1875  40.7155  27.1819  0 1
38  38  73.2447  59.455  101.1  49.1027  0 1
39  39  46.4231  52.7514  55.7748  63.5163  0 1
40  40  52.6301  150.674  49.886  94.433  0 1
41  41  62.5281  69.2853  40.8725  101.22  0 1
42  42  45.864  55.7002  42.3866  24.1297  0 1
43  43  111.742  35.0346  113.193  25.4794  0 1
44  44  80.2877  51.1466  52.0735  125.721  0 1
45  45  43.0579  46.6684  50.5628  101.022  0 1
46  46  0  0  0  0  0 1
47  47  130.677  58.4606  112.838  37.4292  0 1
48  48  97.6011  47.4503  131.993  65.0193  0 1
49  49  59.0699  47.5622  21.4934  53.9115  0 1
50  50  41.9693  0  142.485  0  0 1
51  51  0  0  0  0  0 1
52  52  0  0  0  0  0 1
53  53  60.47  0  26.6379  0  0 1
54  54  0  0  0  0  0 1
55  55  0  0  0  0  0 1
56  56  0  0  0  0  0 1
57  57  0  0  0  0  0 1
