0	1	
0	1	
<<<<<<< Updated upstream
283.3637899	0.7398529274
-17.90217454	0.9637934139
115.3092631	0.6374872236
-133.2793085	1.233131971
-134.4823929	1.106927312
-146.7895864	1.420131668
98.93604452	0.7450267897
-161.1994927	1.337895289
-843.924683	2.090378065
-190.1395303	1.141344978
-126.162189	1.046956437
6.773334939	0.8889868263
-172.9156584	1.068126262
-113.1476321	1.010834657
-199.0312674	1.226775301
-194.6513174	1.217320088
-50.92259679	1.110220424
-339.7470032	1.601613385
-120.1059171	1.161036324
=======
-130.9762467	1.555464219
-158.4300273	1.164564654
-130.2473941	0.9311511155
-129.5444237	1.219669602
-136.9778675	1.114288509
-147.5233999	1.427538156
-151.2183329	1.081354841
-143.0548713	1.297617276
-176.2669165	1.149598567
-159.2941873	1.091022841
-147.2748001	1.072672538
-150.4312589	1.099980932
-164.833552	1.051066239
-129.4325759	1.030121274
-128.8408757	1.113128894
-200.7888651	1.225383483
-141.2370106	1.240791293
-1.630753732	1.048835416
-120.1059171	1.161036324 
>>>>>>> Stashed changes
-142.1659592	1.029517792
-121.215284	0.9995266145
-103.344367	1.096205406
-110.9093538	1.012740414
-144.7650802	1.093071702
-118.9846155	1.114394839
-94.30857386	1.079422394
-89.40784154	1.056594249
-105.9313258	0.9255569147
-145.123232	1.13605126
-139.1489954	1.034937485
-121.8463437	0.9960499706
-118.0510687	1.065458616
-147.8763945	1.040906308
-125.5808316	1.040301855
-100.6949804	1.120353124
-103.169662	1.047674881
-145.8424985	1.028519402
-142.1843048	1.106704623
-114.0514639	1.006227899
-74.58115969	1.124541901
-92.40502733	1.043426139
-104.978442	0.9913564542
-133.8394469	1.074696307
-120.9477983	0.9588291972
-151.2912619	1.072382503
-110.4205385	1.074339342
-150.8132683	1.038092358
-135.3389911	0.975698045
-176.2034787	1.402125581
-110.0512145	0.8845576833
-113.213524	0.9323798629
-104.0543718	0.869559476
-107.7732377	0.9135836165
-135.1595641	1.130589908
-82.5120104	0.8896642999
-124.027817	0.9407534545
-100.6769797	0.8627204722
-87.47126351	0.8943957417
-120.6856364	0.9563873556
-156.3081988	0.9525897556
-71.53781399	0.8987872804
-139.4862554	1.008187847
-118.1850787	1.006081602
-128.3390643	1.02827904
-114.2725276	0.9123886153
-92.46023719	0.9129815151
-141.0399455	0.9480671528
-95.75568347	0.9064138518
-121.0190054	0.9111115397
-102.3437359	0.9076563832
-96.54596192	0.8861694845
-108.7401972	0.9687752885
-100.2300209	0.9339970466
-113.8218629	0.9770876039
-98.20166184	0.8896323861
-79.63603848	0.8982429239
-107.17283	1.009325467
-108.0805885	0.9644284963
-118.1700575	0.970571811
-127.0622701	0.9395628642
-125.5298418	0.9814724305
-115.0984603	0.9608685228
-151.2097756	1.024269359
-132.0292842	0.9930817252
-114.4025383	0.9864822311
-112.3633734	0.9640533771
-141.3226266	0.9796184827
-98.10649728	0.935326682
-126.283979	1.01465965
-134.8211485	0.95766918
-80.12967052	0.94420803
-121.8585186	0.9746474461
-134.2923891	0.9609729708
-125.6483901	0.9933564532
-162.4567397	1.008612696
-120.8429791	1.005496767
-108.0389589	0.9398550278
-132.0730728	0.9371139294
-141.8722272	0.9449666364
-126.4197343	1.019865271
-144.0155603	0.9862233809
-106.5397892	1.00339279
-122.1932224	0.9694437099
-104.0799146	0.9808936947
-178.3359345	1.064575423
-106.9560358	1.114602648
-213.8213012	1.137359069
-109.6933983	1.001667553
-124.1105486	0.9959167149
-104.5172877	1.039970319
0	1
-126.8473563	1.055441033
-118.0628413	1.008039991
-124.5372927	1.041158308
-101.5931634	1.043275073
-93.07988209	0.9731621465
-101.9974865	1.016223462
-108.7229669	1.263248972
-184.8433961	1.313214892
-111.3377375	1.013065109
-230.1335304	1.165482399
-140.5710045	1.015333932
-107.2949511	1.058023016
-90.57987373	0.998364469
-125.3792419	1.089115151
-151.3243423	1.051359338
-76.5844938	0.933236591
-100.0229935	0.973761205
-108.3754779	0.988385877
-110.9299519	0.9578875985
-145.2777944	1.224075406
-127.6903548	1.010416205
-137.0445679	1.055996942
-133.3346947	1.064891457
-124.9358984	1.008176205
-167.952191	1.02277685
-126.1146841	0.9925394737
-116.3818794	1.056705289
-105.6550382	1.012025656
-109.4064747	0.9970178129
-121.7524665	0.9766018059
-141.5693654	0.9700397814
-298.4358189	1.365566875
-97.54978449	1.074982453
-80.16486094	1.074150579
-118.198886	1.126879919
-121.8108595	1.117992145
-175.462755	1.210265256
-121.4012511	1.159014338
-106.6131026	1.062254034
-135.974869	1.114720611
-129.831149	1.06228672
-138.5979559	1.155464137
-137.0545303	1.050073599
-126.1128667	0.9748613189
-170.2338204	1.060375516
0	1
-145.193233	1.26312568
-114.1556912	0.9134056448
-130.9267708	1.012710677
-28.17241492	0.9242920937
-33.72555595	0.956038828
-42.01593349	0.9864471972
-94.04814851	1.062327408
-53.82989963	1.007050951
-79.07302568	0.9778321779
-121.998514	1.017767173
-126.3669315	0.9791260442
-131.8847244	0.9602191801
-138.9682428	1.016871241
-134.8735882	0.9949111977
-122.414488	0.9668554643
-122.1404103	0.9933873622
0	1
-184.4473893	1.203658841
-117.0829694	0.963267403
-151.1325178	1.18462808
-100.8727123	0.9677951331
-105.9606728	0.8406147715
-181.4994923	1.593456704
-96.01146751	0.9983571056
-124.7167443	1.036571548
-118.9930823	0.958893915
-119.334287	0.9839829646
-146.8489647	1.118081473
-75.34966627	0.9043589576
-91.25900599	0.9981752655
-77.41511161	0.9852879317
-70.85485136	0.9542509179
-53.88439069	0.9780559933
-134.1961556	1.030904258
-123.7207914	1.458743079
-82.99014471	1.00041453
-103.3864811	1.011912031
-109.3923844	0.9966549317
-101.3024565	1.03148517
-120.9477781	0.9885458949
-116.3130293	1.187729785
-96.06939169	0.8717986166
-82.95778769	1.056048828
-110.917399	1.008632545
-75.9803438	0.9172494336
-82.7671152	0.9039407135
-63.43687764	0.9793319786
-114.7672459	1.029357092
-87.24224563	0.9842382273
-139.2889547	1.056418019
-76.49100457	0.9687996441
-109.4223261	1.023301677
-111.4857763	1.015328068
-77.72048772	1.077815354
-81.77338488	0.9889023097
-101.9710728	1.046374947
-135.1591358	1.066415623
-81.24353363	1.075647758
-108.7909505	1.004135358
-79.86629397	0.9928857298
-101.0444194	1.024966655
-83.42882696	1.004584035
-81.25565345	0.9718032328
-96.42874749	1.030072049
