98. 0.09765625 # DALI 0
98. 0.09765625 # DALI 1
98. 0.09765625 # DALI 2
98. 0.09765625 # DALI 3
98. 0.09765625 # DALI 4
98. 0.09765625 # DALI 5
98. 0.09765625 # DALI 6
98. 0.09765625 # DALI 7
98. 0.09765625 # DALI 8
98. 0.09765625 # DALI 9
98. 0.09765625 # DALI 10
98. 0.09765625 # DALI 11
98. 0.09765625 # DALI 12
98. 0.09765625 # DALI 13
98. 0.09765625 # DALI 14
98. 0.09765625 # DALI 15
98. 0.09765625 # DALI 16
98. 0.09765625 # DALI 17
98. 0.09765625 # DALI 18
98. 0.09765625 # DALI 19
98. 0.09765625 # DALI 20
98. 0.09765625 # DALI 21
98. 0.09765625 # DALI 22
98. 0.09765625 # DALI 23
98. 0.09765625 # DALI 24
98. 0.09765625 # DALI 25
98. 0.09765625 # DALI 26
98. 0.09765625 # DALI 27
98. 0.09765625 # DALI 28
98. 0.09765625 # DALI 29
98. 0.09765625 # DALI 30
98. 0.09765625 # DALI 31
105. 0.09765625 # DALI 32
103. 0.09765625 # DALI 33
103. 0.09765625 # DALI 34
105. 0.09765625 # DALI 35
105. 0.09765625 # DALI 36
105. 0.09765625 # DALI 37
103. 0.09765625 # DALI 38
103. 0.09765625 # DALI 39
105. 0.09765625 # DALI 40
102. 0.09765625 # DALI 41
105. 0.09765625 # DALI 42
105. 0.09765625 # DALI 43
105. 0.09765625 # DALI 44
105. 0.09765625 # DALI 45
103. 0.09765625 # DALI 46
105. 0.09765625 # DALI 47
98. 0.09765625 # DALI 48
98. 0.09765625 # DALI 49
98. 0.09765625 # DALI 50
98. 0.09765625 # DALI 51
94. 0.09765625 # DALI 52
98. 0.09765625 # DALI 53
98. 0.09765625 # DALI 54
98. 0.09765625 # DALI 55
98. 0.09765625 # DALI 56
98. 0.09765625 # DALI 57
98. 0.09765625 # DALI 58
98. 0.09765625 # DALI 59
98. 0.09765625 # DALI 60
98. 0.09765625 # DALI 61
98. 0.09765625 # DALI 62
98. 0.09765625 # DALI 63
106. 0.09765625 # DALI 64
103. 0.09765625 # DALI 65
103. 0.09765625 # DALI 66
106. 0.09765625 # DALI 67
106. 0.09765625 # DALI 68
102. 0.09765625 # DALI 69
106. 0.09765625 # DALI 70
103. 0.09765625 # DALI 71
106. 0.09765625 # DALI 72
106. 0.09765625 # DALI 73
104. 0.09765625 # DALI 74
106. 0.09765625 # DALI 75
106. 0.09765625 # DALI 76
104. 0.09765625 # DALI 77
106. 0.09765625 # DALI 78
106. 0.09765625 # DALI 79
98. 0.09765625 # DALI 80
98. 0.09765625 # DALI 81
98. 0.09765625 # DALI 82
98. 0.09765625 # DALI 83
98. 0.09765625 # DALI 84
98. 0.09765625 # DALI 85
98. 0.09765625 # DALI 86
98. 0.09765625 # DALI 87
98. 0.09765625 # DALI 88
98. 0.09765625 # DALI 89
98. 0.09765625 # DALI 90
98. 0.09765625 # DALI 91
98. 0.09765625 # DALI 92
98. 0.09765625 # DALI 93
98. 0.09765625 # DALI 94
98. 0.09765625 # DALI 95
98. 0.09765625 # DALI 96
98. 0.09765625 # DALI 97
98. 0.09765625 # DALI 98
97. 0.09765625 # DALI 99
98. 0.09765625 # DALI 100
98. 0.09765625 # DALI 101
98. 0.09765625 # DALI 102
98. 0.09765625 # DALI 103
98. 0.09765625 # DALI 104
98. 0.09765625 # DALI 105
98. 0.09765625 # DALI 106
98. 0.09765625 # DALI 107
98. 0.09765625 # DALI 108
98. 0.09765625 # DALI 109
95. 0.09765625 # DALI 110
96. 0.09765625 # DALI 111
169. 0.09765625 # DALI 112
107. 0.09765625 # DALI 113 
107. 0.09765625 # DALI 114
107. 0.09765625 # DALI 115
107. 0.09765625 # DALI 116
107. 0.09765625 # DALI 117
107. 0.09765625 # DALI 118
107. 0.09765625 # DALI 119
107. 0.09765625 # DALI 120
107. 0.09765625 # DALI 121
108. 0.09765625 # DALI 122
107. 0.09765625 # DALI 123
108. 0.09765625 # DALI 124
107. 0.09765625 # DALI 125
107. 0.09765625 # DALI 126
107. 0.09765625 # DALI 127
108. 0.09765625 # DALI 128
109. 0.09765625 # DALI 129
108. 0.09765625 # DALI 130
109. 0.09765625 # DALI 131
108. 0.09765625 # DALI 132
109. 0.09765625 # DALI 133
108. 0.09765625 # DALI 134
108. 0.09765625 # DALI 135
108. 0.09765625 # DALI 136
108. 0.09765625 # DALI 137
108. 0.09765625 # DALI 138
108. 0.09765625 # DALI 139
108. 0.09765625 # DALI 140
108. 0.09765625 # DALI 141
108. 0.09765625 # DALI 142
108. 0.09765625 # DALI 143
107. 0.09765625 # DALI 144
168. 0.09765625 # DALI 145
106. 0.09765625 # DALI 146
106. 0.09765625 # DALI 147
107. 0.09765625 # DALI 148
107. 0.09765625 # DALI 149
106. 0.09765625 # DALI 150
107. 0.09765625 # DALI 151
107. 0.09765625 # DALI 152
107. 0.09765625 # DALI 153
107. 0.09765625 # DALI 154
107. 0.09765625 # DALI 155
107. 0.09765625 # DALI 156
107. 0.09765625 # DALI 157
108. 0.09765625 # DALI 158
106. 0.09765625 # DALI 159
100. 0.09765625 # DALI 160
100. 0.09765625 # DALI 161
100. 0.09765625 # DALI 162
100. 0.09765625 # DALI 163
100. 0.09765625 # DALI 164
100. 0.09765625 # DALI 165
100. 0.09765625 # DALI 166
100. 0.09765625 # DALI 167
101. 0.09765625 # DALI 168
100. 0.09765625 # DALI 169
101. 0.09765625 # DALI 170
100. 0.09765625 # DALI 171
101. 0.09765625 # DALI 172
100. 0.09765625 # DALI 173
99. 0.09765625 # DALI 174
163. 0.09765625 # DALI 175
99. 0.09765625 # DALI 176
99. 0.09765625 # DALI 177
99. 0.09765625 # DALI 178
99. 0.09765625 # DALI 179
99. 0.09765625 # DALI 180
99. 0.09765625 # DALI 181
99. 0.09765625 # DALI 182
99. 0.09765625 # DALI 183
99. 0.09765625 # DALI 184
99. 0.09765625 # DALI 185
99. 0.09765625 # DALI 186
107. 0.09765625 # DALI 187
107. 0.09765625 # DALI 188
107. 0.09765625 # DALI 189
107. 0.09765625 # DALI 190
107. 0.09765625 # DALI 191
107. 0.09765625 # DALI 192
106. 0.09765625 # DALI 193
107. 0.09765625 # DALI 194
107. 0.09765625 # DALI 195
107. 0.09765625 # DALI 196
107. 0.09765625 # DALI 197
107. 0.09765625 # DALI 198
107. 0.09765625 # DALI 199
107. 0.09765625 # DALI 200
107. 0.09765625 # DALI 201
107. 0.09765625 # DALI 202
108. 0.09765625 # DALI 203
108. 0.09765625 # DALI 204
172. 0.09765625 # DALI 205
107. 0.09765625 # DALI 206
108. 0.09765625 # DALI 207
107. 0.09765625 # DALI 208
107. 0.09765625 # DALI 209
108. 0.09765625 # DALI 210
108. 0.09765625 # DALI 211
108. 0.09765625 # DALI 212
108. 0.09765625 # DALI 213
108. 0.09765625 # DALI 214
109. 0.09765625 # DALI 215
109. 0.09765625 # DALI 216
106. 0.09765625 # DALI 217
106. 0.09765625 # DALI 218
105. 0.09765625 # DALI 219
107. 0.09765625 # DALI 220
106. 0.09765625 # DALI 221
106. 0.09765625 # DALI 222
107. 0.09765625 # DALI 223
105. 0.09765625 # DALI 224
108. 0.09765625  # DALI 225
-1. 0.09765625  # DALI 226
-1. 0.09765625 # DALI 227




























