-0.277194	0.00289125
0	0
-0.252275	0.00288671
-0.200515	0.00289631
-0.313317	0.00292011
-0.247477	0.00293321
-0.24763	0.00293567
-0.261057	0.00289411
-0.309102	0.00290025
-0.175818	0.00295183
-0.255712	0.00292096
-0.192108	0.00294609
-0.25984	0.00293572
-0.262409	0.0028998
-0.217255	0.00292347
-0.294568	0.0028943
-0.31838	0.00232075
-0.238673	0.00221648
-0.238453	0.00231465
-0.237307	0.00220259
-0.285979	0.0023115
-0.276403	0.0023287
-0.298744	0.0023924
-0.318165	0.00242694
-0.205256	0.00228613
-0.346157	0.00229877
-0.250729	0.00233461
-0.329798	0.00227528
-0.267957	0.00235401
-0.223221	0.00226697
-0.151801	0.00226946
-0.231728	0.00216744
-0.190371	0.00239411
-0.244398	0.00216096
-0.27452	0.00233392
-0.215093	0.00222556
-0.239478	0.00239182
-0.274566	0.0022239
-0.196133	0.00241633
-0.23112	0.00219672
-0.239443	0.00234238
-0.240491	0.00232261
-0.170437	0.00232479
-0.227237	0.00234793
-0.247063	0.00238001
-0.215991	0.00234857
-0.243272	0.00236804
-0.151002	0.0022385
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-0.255281	0.0022986
-0.294285	0.00221482
-0.277184	0.00227677
-0.304677	0.00221336
-0.301674	0.00227211
-0.275545	0.00226871
-0.27175	0.00232498
-0.307813	0.00235428
-0.259368	0.00233013
-0.31499	0.00239036
-0.310427	0.00236214
-0.304968	0.00229427
-0.342609	0.00227397
-0.30464	0.00226409
-0.299377	0.00234835
-0.243705	0.00223134
-0.243705	0.00223134
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0


