#-1.19003	0.00618573
#-1.48396	0.00608434
#-1.15932	0.00478656
#-0.902846	0.00421033
#-0.839453	0.00343633
#-0.859703	0.00416898
#-1.33745	0.00753013
#-0.723391	0.00359235
#-0.638512	0.00375322
#-0.724822	0.0040583
#-0.657882	0.00366841
#-0.88892	0.00587202
#-0.88892	0.00587202
#-0.760368	0.00465016
#-0.492363	0.00427706
#-0.806093	0.00397129

# w/o pedestal
#-0.16519	0.002666
#-2.34102	0.004505
# 2.31076	0.002040
#-2         0.004      # tekito
# 2.84649	0.001115
# 0.58596	0.003255
# 0.44862	0.002198
# 1.05912	0.002803
# 0.29220	0.002059
# 0.06772	0.003249
# 2.00495	0.002735
#-0.82128	0.002022
# 0.32648	0.001646
# 0.26028	0.002661
# 0.05957	0.002658
#-0.57756	0.002606

# w/ pedestal
#-0.34782	0.002823
#-0.67168	0.003823
#-0.38899	0.002909
#-3          0.002     # tekito
#-0.43916	0.002484
#-0.45963	0.003846
#-0.33580	0.002634
#-0.44131	0.003753
#-0.30743	0.001925
#-0.51930	0.003609
#-0.29762	0.002548
#-0.24641	0.001795
#-0.19073	0.001827
#-0.36690	0.002638
#-0.45489	0.002861
#-0.09046	0.002133

# 22/10/13
-0.33741	0.002739
-0.55086	0.003135
-0.39303	0.002940
-4          0.002
-0.39833	0.002253
-0.47919	0.004010
-0.31708	0.002487
-0.41326	0.003514
-0.33443	0.002094
-0.51088	0.003550
-0.26809	0.002295
-0.25084	0.001827
-0.18323	0.001755
-0.40258	0.002894
-0.45247	0.002846
-0.10228	0.002412

-1.19003	0.00618573
-1.48396	0.00608434
-1.15932	0.00478656
-0.902846	0.00421033
-0.839453	0.00343633
-0.859703	0.00416898
-1.33745	0.00753013
-0.723391	0.00359235
-0.638512	0.00375322
-0.724822	0.0040583
-0.657882	0.00366841
-0.88892	0.00587202
-0.88892	0.00587202
-0.760368	0.00465016
-0.492363	0.00427706
-0.806093	0.00397129
