-0.06215		0.002277
-0.06215		0.002277
-0.06463		0.002290
-0.01297		0.002192
-0.12108		0.002331
-0.06519		0.002184
-0.07459		0.002365
-0.10643		0.002170
-0.12795		0.002307
 0.01648		0.002279
-0.04313		0.002280
 0.00344		0.002313
-0.08758		0.002332
-0.06215		0.002277
-0.06215		0.002277
-0.06215		0.002277
-0.19571		0.002266
-0.16405		0.002262
-0.14864		0.002274
-0.13606		0.002160
-0.19967		0.002283
-0.16782		0.002282
-0.19935		0.002345
-0.23329		0.002389
-0.11827		0.002253
-0.24316		0.002255
-0.15637		0.002297
-0.23546		0.002230
-0.17066		0.002322
-0.12842		0.002230
-0.04131		0.002226
-0.08654		0.002111
-0.07268		0.002075
-0.11717		0.002160
-0.16995		0.002128
-0.09249		0.002140
-0.14048		0.002202
-0.15444		0.002153
-0.09150		0.002141
-0.12183		0.002250
-0.13147		0.002237
-0.14514		0.002179
-0.07573		0.002182
-0.11071		0.002066
-0.11719		0.002201
-0.11717		0.002160
-0.13146		0.002204
-0.08529		0.002080
-0.01825		0.002230
-0.07519		0.002154
-0.16542		0.002213
-0.12494		0.002162
-0.18225		0.002203
-0.14281		0.002244
-0.15656		0.002268
-0.13966		0.002306
-0.15789		0.002271
-0.19690		0.002335
-0.12168		0.002310
-0.19311		0.002250
-0.13383		0.002219
-0.13911		0.002244
-0.13911		0.002244
-0.13911		0.002244
-0.09220		0.002244
-0.20500		0.002218
-0.18607		0.002184
-0.17307		0.002222
-0.14561		0.002201
-0.20316		0.002253
-0.13662		0.002265
-0.21769		0.002348
-0.17200		0.002273
-0.20708		0.002189
-0.24128		0.002397
-0.18325		0.002248
-0.25675		0.002309
-0.22134		0.002301
-0.13822		0.002262
-0.12042		0.002278
-0.19799		0.002851
-0.32078		0.002862
-0.32491		0.002853
-0.30189		0.002871
-0.34274		0.002891
-0.34614		0.002908
-0.21621		0.002905
-0.34375		0.002879
-0.32537		0.002882
-0.21909		0.002921
-0.31506		0.002894
-0.29379		0.002908
-0.34241		0.002916
-0.32762		0.002875
-0.25659		0.002905
-0.24008		0.002861
