0.4190		0.001239
0.4250		0.001230
0.4368		0.001233
0.4163		0.001236
0.4351		0.001219
0.4102		0.001222
0.4455		0.001212
0.4191		0.001224
0.3913		0.001221
0.4069		0.001224
0.3801		0.001218
0.3700		0.001220
0.3943		0.001212
0.3633		0.001226
0.3896		0.001208
0.3577		0.001222
0.3675		0.001217
0.3965		0.001216
0.3708		0.001227
0.3615		0.001224
0.3662		0.001212
0.3825		0.001220
0.3400		0.001228
0.3862		0.001209
0.3482		0.001205
0.3384		0.001213
0.3881		0.001211
0.3681		0.001215
0.3881		0.001214
0.3509		0.001231
0.3659		0.001225
0.3985		0.001224
0.3421		0.001221
0.3491		0.001217
0.3465		0.001221
0.3754		0.001199
0.4032		0.001212
0.3749		0.001222
0.3922		0.001210
0.3599		0.001220
0.4003		0.001199
0.3954		0.001201
0.3590		0.001194
0.3666		0.001193
0.3511		0.001214
0.3781		0.001210
0.3686		0.001201
0.3586		0.001197
0.3313		0.001195
0.3528		0.001190
0.3921		0.001192
0.3928		0.001182
0.3699		0.001180
0.3914		0.001178
0.3771		0.001187
0.3984		0.001187
0.3775		0.001196
0.3908		0.001191
0.4004		0.001189
0.3841		0.001203
0.3455		0.001210
0.4104		0.001192
0.3856		0.001207
0.4169		0.001189
0.4305		0.001240
0.3982		0.001248
0.3487		0.001270
0.4075		0.001245
0.4027		0.001253
0.4143		0.001241
0.3985		0.001261
0.4070		0.001246
0.3762		0.001246
0.4300		0.001244
0.4229		0.001234
0.3839		0.001242
0.4517		0.001245
0.3698		0.001262
0.4660		0.001232
0.4567		0.001234
0.4139		0.001241
0.4516		0.001234
0.4614		0.001236
0.4393		0.001240
0.3621		0.001245
0.4270		0.001240
0.3988		0.001242
0.4499		0.001232
0.4885		0.001235
0.4508		0.001241
0.4864		0.001234
0.4805		0.001229
0.4524		0.001252
0.4173		0.001264
0.4484		0.001255
0.4756		0.001239
0.5381		0.001208
0.4406		0.001248
0.3746		0.001243
0.4748		0.001225
0.4677		0.001224
0.4521		0.001230
0.4285		0.001245
0.5169		0.001206
0.4927		0.001205
0.4723		0.001217
0.4721		0.001211
0.4290		0.001222
0.5024		0.001230
0.4285		0.001237
0.4463		0.001235
0.4447		0.001229
0.4611		0.001206
0.4438		0.001209
0.4889		0.001196
0.4752		0.001207
0.5092		0.001189
0.4815		0.001203
0.4280		0.001218
0.5258		0.001193
0.4726		0.001229
0.4631		0.001218
0.5256		0.001209
0.5011		0.001224
0.4842		0.001217
0.4999		0.001220
0.4800		0.001219
0.5607		0.001203
0.4550		0.001241
0.4468		0.001237
0.4164		0.001243
0.4058		0.001242
0.4042		0.001252
0.3958		0.001252
0.3924		0.001245
0.3860		0.001238
0.3862		0.001244
0.4106		0.001230
0.3881		0.001250
0.3833		0.001247
0.3740		0.001249
0.3617		0.001262
0.3316		0.001271
0.3870		0.001254
0.3500		0.001263
0.3639		0.001263
0.3915		0.001272
0.3474		0.001279
0.3313		0.001271
0.3732		0.001242
0.3248		0.001273
0.3371		0.001252
0.3627		0.001256
0.3235		0.001269
0.3398		0.001263
0.2923		0.001276
0.3087		0.001273
0.3436		0.001267
0.3127		0.001279
0.3528		0.001258
0.3424		0.001225
0.3469		0.001200
0.3487		0.001204
0.3314		0.001210
0.3116		0.001230
0.3337		0.001226
0.3312		0.001231
0.3485		0.001219
0.3474		0.001223
0.3314		0.001233
0.3364		0.001224
0.3764		0.001218
0.3343		0.001235
0.3192		0.001256
0.3641		0.001233
0.3742		0.001235
0.3622		0.001244
0.3165		0.001251
0.3674		0.001239
0.3414		0.001246
0.3157		0.001237
0.3677		0.001224
0.3636		0.001230
0.3548		0.001208
0.2997		0.001232
0.3507		0.001213
0.3188		0.001230
0.3563		0.001225
0.2971		0.001268
0.3394		0.001234
0.3394		0.001234
0.3394		0.001234
0.3511		0.001282
0.4093		0.001282
0.3675		0.001289
0.4342		0.001272
0.3935		0.001288
0.3469		0.001300
0.3888		0.001287
0.3643		0.001288
0.4319		0.001280
0.3714		0.001283
0.3899		0.001285
0.4041		0.001279
0.3577		0.001300
0.3857		0.001296
0.4156		0.001283
0.4047		0.001287
0.4305		0.001285
0.4360		0.001286
0.3349		0.001333
0.4053		0.001314
0.3717		0.001320
0.4256		0.001308
0.3141		0.001339
0.3443		0.001338
0.4100		0.001334
0.3863		0.001327
0.3053		0.001363
0.4307		0.001320
0.3937		0.001299
0.3394		0.001331
0.4602		0.001276
0.3520		0.001333
0.3981		0.001202
0.3904		0.001199
0.3986		0.001209
0.3856		0.001209
0.3550		0.001214
0.4620		0.001191
0.3762		0.001214
0.4042		0.001208
0.5598		0.002194
0.5847		0.002190
0.4101		0.001190
0.4000		0.001195
0.4499		0.001192
0.4074		0.001205
0.4202		0.001206
0.4820		0.001192
0.4924		0.001193
0.4085		0.001213
0.4436		0.001219
0.4858		0.001201
0.4687		0.001217
0.4162		0.001238
0.4461		0.001232
0.4845		0.001221
0.5264		0.001209
0.4713		0.001224
0.3820		0.001259
0.4947		0.001228
0.6287		0.001211
0.4929		0.001236
0.4419		0.001256
0.5337		0.001227
0.4442		0.001216
0.4617		0.001214
0.4514		0.001213
0.4600		0.001211
0.4264		0.001212
0.4287		0.001204
0.4109		0.001211
