0.5661		0.001150
0.5698		0.001161
0.5646		0.001155
0.5612		0.001157
0.5825		0.001152
0.5500		0.001160
0.5210		0.001161
0.5371		0.001162
0.5254		0.001162
0.5249		0.001179
0.5396		0.001161
0.5956		0.001155
0.5632		0.001154
0.5530		0.001157
0.5084		0.001166
0.4914		0.001170
0.5139		0.001163
0.5385		0.001163
0.5614		0.001173
0.5678		0.001168
0.5355		0.001167
0.5392		0.001169
0.5285		0.001177
0.5474		0.001171
0.5334		0.001174
0.5089		0.001190
0.5110		0.001179
0.5174		0.001184
0.5293		0.001187
0.5349		0.001196
0.5220		0.001189
0.5089		0.001182
0.4920		0.001115
0.5305		0.001114
0.5116		0.001114
0.5020		0.001112
0.5173		0.001121
0.5267		0.001114
0.4835		0.001123
0.5124		0.001120
0.4885		0.001121
0.5097		0.001133
0.5308		0.001109
0.4656		0.001124
0.4985		0.001117
0.4807		0.001132
0.5042		0.001116
0.4925		0.001111
0.4658		0.001119
0.5132		0.001118
0.4897		0.001128
0.4779		0.001136
0.4939		0.001124
0.4985		0.001125
0.5248		0.001121
0.4980		0.001125
0.4650		0.001145
0.4659		0.001140
0.4940		0.001139
0.4928		0.001132
0.4329		0.001141
0.4463		0.001139
0.4697		0.001132
0.4616		0.001134
0.5004		0.001153
0.5059		0.001156
0.5141		0.001155
0.4919		0.001169
0.5285		0.001158
0.5064		0.001164
0.5228		0.001156
0.5178		0.001161
0.5436		0.001164
0.4997		0.001174
0.5178		0.001163
0.5260		0.001161
0.5238		0.001143
0.5221		0.001153
0.5007		0.001150
0.5002		0.001151
0.5161		0.001149
0.4976		0.001148
0.5383		0.001150
0.5059		0.001164
0.5394		0.001146
0.5173		0.001150
0.5093		0.001167
0.4924		0.001166
0.5060		0.001160
0.5183		0.001160
0.5344		0.001151
0.5161		0.001163
0.5095		0.001162
0.5205		0.001173
0.4936		0.001172
0.4859		0.001168
0.5514		0.001076
0.5054		0.001091
0.5177		0.001088
0.5401		0.001094
0.5189		0.001098
0.5124		0.001108
0.5328		0.001094
0.5289		0.001102
0.5295		0.001105
0.5406		0.001099
0.5201		0.001095
0.5339		0.001085
0.5263		0.001095
0.5632		0.001098
0.5102		0.001090
0.5224		0.001095
0.5594		0.001076
0.5043		0.001097
0.5582		0.001089
0.5358		0.001093
0.5442		0.001094
0.5467		0.001114
0.5460		0.001102
0.5165		0.001111
0.5413		0.001103
0.5296		0.001112
0.5889		0.001096
0.5818		0.001107
0.5488		0.001096
0.5377		0.001106
0.5093		0.001104
0.5242		0.001102
0.5266		0.001236
0.5038		0.001252
0.5147		0.001242
0.4987		0.001251
0.5204		0.001244
0.5332		0.001253
0.5183		0.001239
0.5001		0.001254
0.5071		0.001260
0.5369		0.001261
0.5262		0.001248
0.5239		0.001255
0.5370		0.001238
0.5133		0.001251
0.5141		0.001240
0.5174		0.001232
0.4675		0.001249
0.5214		0.001245
0.5099		0.001245
0.5259		0.001244
0.5229		0.001255
0.5161		0.001260
0.4987		0.001260
0.5197		0.001264
0.4915		0.001257
0.4793		0.001255
0.5039		0.001260
0.5116		0.001258
0.4798		0.001260
0.5072		0.001259
0.4889		0.001253
0.5192		0.001242
0.4562		0.001210
0.4512		0.001214
0.5119		0.001198
0.4313		0.001224
0.4851		0.001214
0.4743		0.001221
0.4867		0.001216
0.4684		0.001221
0.4980		0.001223
0.4453		0.001231
0.4657		0.001215
0.4721		0.001215
0.4572		0.001199
0.4765		0.001206
0.4657		0.001195
0.4656		0.001205
0.4685		0.001197
0.4696		0.001196
0.4619		0.001206
0.4994		0.001197
0.4590		0.001226
0.4966		0.001215
0.4701		0.001218
0.5058		0.001218
0.4918		0.001209
0.4702		0.001213
0.4687		0.001202
0.4676		0.001213
0.4539		0.001233
0.4816		0.001234
0.4630		0.001230
0.4955		0.001216
0.4858		0.001245
0.4443		0.001263
0.4723		0.001244
0.4592		0.001265
0.4563		0.001245
0.4775		0.001239
0.5077		0.001229
0.4625		0.001244
0.4628		0.001236
0.4824		0.001244
0.4642		0.001233
0.4899		0.001234
0.4904		0.001228
0.4780		0.001235
0.4502		0.001251
0.5148		0.001217
0.4691		0.001215
0.4821		0.001234
0.4790		0.001234
0.4927		0.001232
0.4946		0.001225
0.4630		0.001233
0.4875		0.001222
0.4721		0.001221
0.5080		0.001223
0.4901		0.001225
0.4850		0.001235
0.4811		0.001229
0.4957		0.001230
0.5137		0.001225
0.4997		0.001227
0.4804		0.001235
