0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
 37.2589  -13.5575
 15.1843  0.628048
 7.64332  0.828542
 -0.147508  1.01363
 -5.4024  1.17805
 -0.739343  1.06193
 -0.0677212  1.05985
-2.15789  1.11817
 -1.65013  1.08618
 -1.96806  1.10681
 -2.89657  1.11144
 -1.00543  1.07494
-1.36552  1.06333
 -3.07487  1.11379
 6.43877  0.850679
 0.866152  0.988785
 -0.719073  1.04519
 -1.05577  1.04484
 -0.0624925  1.01421
 -1.67724  1.06215
 -3.97987  1.13819
 -1.52502  1.05629
 -1.35969  1.05701
 1.2749  0.989041
 -1.85212  1.06183
 -2.73358  1.108
 5.67371  0.901294
 6.32957  0.875096
 -0.213954  1.04326
 1.43475  0.999557
 5.51979  0.884558
 0.778566  1.01532
 3.3161  0.948817
 4.511  0.892922
 -2.11018  1.05063
 2.88486  0.902917
 -1.34691  1.0136
 0.188663  0.973516
-1.707  1.03568
1.33966  0.953617
-1.19245  1.00463
 -1.43461  1.00241
 -2.85835  1.0452
 -0.415253  0.983812
 -2.54698  1.02649
 -3.0342  1.02935
 -1.02312  0.96577
 -1.6258  0.961595
 -1.29336  0.957815
-2.88122  0.986923
 -4.89773  1.05703
 -6.05898  1.05745
 -4.14414  1.02855
 -4.62521  1.04612
 -26.3344  1.84693
 37.2589  -0.915512
0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
0.0  1.0
