0            0 1. 1.000000
0       761.86 1. 1.000000
0      1523.72 1. 1.000000
0      2285.58 1. 1.000000
0      3047.44 1. 1.000000
0       3809.3 1. 1.000000
0      4571.16 1. 1.000000
0      5333.02 1. 1.021277
0      6094.88 1. 1.021277
0      6856.74 1. 1.000000
0       7618.6 1. 1.021277
0      8380.46 1. 1.021277
0      9142.32 1. 1.021277
0      9904.18 1. 1.021277
0        10666 1. 1.021277
0      11427.9 1. 1.021277
0      12189.8 1. 1.021277
0      12951.6 1. 1.021277
0      13713.5 1. 1.021277
0      14475.3 1. 1.021277
0      15237.2 1. 1.021277
0      15999.1 1. 1.043478
0      16760.9 1. 1.043478
0      17522.8 1. 1.043478
0      18284.6 1. 1.043478
0      19046.5 1. 1.021277
0      19808.4 1. 1.021277
0      20570.2 1. 1.021277
0      21332.1 1. 1.021277
0      22093.9 1. 1.021277
0      22855.8 1. 1.000000
0      23617.7 1. 1.000000
0      24379.5 1. 1.000000
0      25141.4 1. 1.000000
0      25903.2 1. 1.000000
0      26665.1 1. 1.000000
0        27427 1. 1.021277
0      28188.8 1. 1.021277
0      28950.7 1. 1.000000
0      29712.5 1. 1.000000
0      30474.4 1. 1.000000
0      31236.3 1. 1.000000
0      31998.1 1. 1.021277
0        32760 1. 1.021277
0      33521.8 1. 1.021277
0      34283.7 1. 1.021277
0      35045.6 1. 1.000000
0      35807.4 1. 1.000000
0      36569.3 1. 0.979592
0      37331.1 1. 0.979592
0        38093 1. 0.979592
0      38854.9 1. 0.960000
0      39616.7 1. 0.960000
0      40378.6 1. 0.960000
0      41140.4 1. 0.960000
0      41902.3 1. 0.941176
0      42664.2 1. 0.941176
0        43426 1. 0.941176
0      44187.9 1. 0.941176
0      44949.7 1. 0.941176
0      45711.6 1. 0.941176
0      46473.5 1. 0.941176
0      47235.3 1. 0.941176
0      47997.2 1. 0.960000
0        48759 1. 0.960000
0      49520.9 1. 0.960000
0      50282.8 1. 0.960000
0      51044.6 1. 0.960000
0      51806.5 1. 0.960000
0      52568.3 1. 0.960000
0      53330.2 1. 0.960000
0      54092.1 1. 0.960000
0      54853.9 1. 0.979592
0      55615.8 1. 0.979592
0      56377.6 1. 0.979592
0      57139.5 1. 0.979592
0      57901.4 1. 0.979592
0      58663.2 1. 0.979592
0      59425.1 1. 0.979592
0      60186.9 1. 0.979592
0      60948.8 1. 0.979592
0      61710.7 1. 0.979592
0      62472.5 1. 0.979592
0      63234.4 1. 0.979592
0      63996.2 1. 0.979592
0      64758.1 1. 1.000000
0        65520 1. 1.000000
0      66281.8 1. 1.000000
0      67043.7 1. 0.979592
0      67805.5 1. 0.979592
0      68567.4 1. 0.979592
0      69329.3 1. 0.960000
0      70091.1 1. 0.960000
0        70853 1. 0.960000
0      71614.8 1. 0.960000
0      72376.7 1. 0.960000
0      73138.6 1. 0.941176
0      73900.4 1. 0.941176
0      74662.3 1. 0.923077
0      75424.1 1. 0.923077
1            0 1. 1.000000
1       761.86 1. 1.000000
1      1523.72 1. 1.000000
1      2285.58 1. 1.013333
1      3047.44 1. 1.013333
1       3809.3 1. 1.013333
1      4571.16 1. 1.000000
1      5333.02 1. 0.987013
1      6094.88 1. 0.974359
1      6856.74 1. 0.974359
1       7618.6 1. 0.974359
1      8380.46 1. 0.974359
1      9142.32 1. 0.987013
1      9904.18 1. 0.987013
1        10666 1. 1.000000
1      11427.9 1. 1.000000
1      12189.8 1. 0.974359
1      12951.6 1. 0.962025
1      13713.5 1. 0.950000
1      14475.3 1. 0.962025
1      15237.2 1. 0.974359
1      15999.1 1. 0.974359
1      16760.9 1. 0.974359
1      17522.8 1. 0.974359
1      18284.6 1. 0.962025
1      19046.5 1. 0.950000
1      19808.4 1. 0.950000
1      20570.2 1. 0.950000
1      21332.1 1. 0.950000
1      22093.9 1. 0.950000
1      22855.8 1. 0.962025
1      23617.7 1. 0.974359
1      24379.5 1. 0.974359
1      25141.4 1. 0.974359
1      25903.2 1. 0.974359
1      26665.1 1. 0.962025
1        27427 1. 0.962025
1      28188.8 1. 0.950000
1      28950.7 1. 0.926829
1      29712.5 1. 0.883721
1      30474.4 1. 0.873563
1      31236.3 1. 0.863636
1      31998.1 1. 0.863636
1        32760 1. 0.863636
1      33521.8 1. 0.863636
1      34283.7 1. 0.853933
1      35045.6 1. 0.853933
1      35807.4 1. 0.844444
1      36569.3 1. 0.844444
1      37331.1 1. 0.844444
1        38093 1. 0.835165
1      38854.9 1. 0.835165
1      39616.7 1. 0.826087
1      40378.6 1. 0.817204
1      41140.4 1. 0.808511
1      41902.3 1. 0.800000
1      42664.2 1. 0.791667
1        43426 1. 0.703704
1      44187.9 1. 0.690909
1      44949.7 1. 0.684685
1      45711.6 1. 0.678571
1      46473.5 1. 0.678571
1      47235.3 1. 0.690909
1      47997.2 1. 0.697248
1        48759 1. 0.710280
1      49520.9 1. 0.703704
1      50282.8 1. 0.703704
1      51044.6 1. 0.697248
1      51806.5 1. 0.697248
1      52568.3 1. 0.697248
1      53330.2 1. 0.690909
1      54092.1 1. 0.690909
1      54853.9 1. 0.697248
1      55615.8 1. 0.703704
1      56377.6 1. 0.703704
1      57139.5 1. 0.710280
1      57901.4 1. 0.716981
1      58663.2 1. 0.716981
1      59425.1 1. 0.697248
1      60186.9 1. 0.697248
1      60948.8 1. 0.697248
1      61710.7 1. 0.703704
1      62472.5 1. 0.710280
1      63234.4 1. 0.716981
1      63996.2 1. 0.723810
1      64758.1 1. 0.730769
1        65520 1. 0.723810
1      66281.8 1. 0.710280
1      67043.7 1. 0.690909
1      67805.5 1. 0.684685
1      68567.4 1. 0.684685
1      69329.3 1. 0.710280
1      70091.1 1. 0.723810
1        70853 1. 0.723810
1      71614.8 1. 0.723810
1      72376.7 1. 0.710280
1      73138.6 1. 0.703704
1      73900.4 1. 0.672566
1      74662.3 1. 0.660870
1      75424.1 1. 0.660870
2            0 1. 1.000000
2       761.86 1. 0.985714
2      1523.72 1. 0.985714
2      2285.58 1. 0.985714
2      3047.44 1. 0.971831
2       3809.3 1. 0.971831
2      4571.16 1. 0.971831
2      5333.02 1. 0.971831
2      6094.88 1. 0.958333
2      6856.74 1. 0.958333
2       7618.6 1. 0.958333
2      8380.46 1. 0.958333
2      9142.32 1. 0.958333
2      9904.18 1. 0.945205
2        10666 1. 0.945205
2      11427.9 1. 0.945205
2      12189.8 1. 0.932432
2      12951.6 1. 0.932432
2      13713.5 1. 0.932432
2      14475.3 1. 0.932432
2      15237.2 1. 0.945205
2      15999.1 1. 0.945205
2      16760.9 1. 0.958333
2      17522.8 1. 0.958333
2      18284.6 1. 0.958333
2      19046.5 1. 0.958333
2      19808.4 1. 0.945205
2      20570.2 1. 0.945205
2      21332.1 1. 0.945205
2      22093.9 1. 0.945205
2      22855.8 1. 0.945205
2      23617.7 1. 0.945205
2      24379.5 1. 0.945205
2      25141.4 1. 0.945205
2      25903.2 1. 0.945205
2      26665.1 1. 0.958333
2        27427 1. 0.958333
2      28188.8 1. 0.971831
2      28950.7 1. 0.958333
2      29712.5 1. 0.945205
2      30474.4 1. 0.945205
2      31236.3 1. 0.932432
2      31998.1 1. 0.945205
2        32760 1. 0.945205
2      33521.8 1. 0.945205
2      34283.7 1. 0.958333
2      35045.6 1. 0.958333
2      35807.4 1. 0.958333
2      36569.3 1. 0.958333
2      37331.1 1. 0.945205
2        38093 1. 0.841463
2      38854.9 1. 0.831325
2      39616.7 1. 0.831325
2      40378.6 1. 0.831325
2      41140.4 1. 0.831325
2      41902.3 1. 0.831325
2      42664.2 1. 0.831325
2        43426 1. 0.821429
2      44187.9 1. 0.811765
2      44949.7 1. 0.811765
2      45711.6 1. 0.821429
2      46473.5 1. 0.821429
2      47235.3 1. 0.821429
2      47997.2 1. 0.811765
2        48759 1. 0.811765
2      49520.9 1. 0.821429
2      50282.8 1. 0.831325
2      51044.6 1. 0.831325
2      51806.5 1. 0.841463
2      52568.3 1. 0.841463
2      53330.2 1. 0.831325
2      54092.1 1. 0.821429
2      54853.9 1. 0.831325
2      55615.8 1. 0.831325
2      56377.6 1. 0.831325
2      57139.5 1. 0.831325
2      57901.4 1. 0.821429
2      58663.2 1. 0.821429
2      59425.1 1. 0.821429
2      60186.9 1. 0.821429
2      60948.8 1. 0.821429
2      61710.7 1. 0.821429
2      62472.5 1. 0.821429
2      63234.4 1. 0.821429
2      63996.2 1. 0.831325
2      64758.1 1. 0.831325
2        65520 1. 0.841463
2      66281.8 1. 0.851852
2      67043.7 1. 0.862500
2      67805.5 1. 0.862500
2      68567.4 1. 0.873418
2      69329.3 1. 0.873418
2      70091.1 1. 0.862500
2        70853 1. 0.851852
2      71614.8 1. 0.851852
2      72376.7 1. 0.851852
2      73138.6 1. 0.851852
2      73900.4 1. 0.862500
2      74662.3 1. 0.775281
2      75424.1 1. 0.775281
3            0 1. 1.000000
3       761.86 1. 1.000000
3      1523.72 1. 1.000000
3      2285.58 1. 1.000000
3      3047.44 1. 1.012048
3       3809.3 1. 1.012048
3      4571.16 1. 1.024390
3      5333.02 1. 1.037037
3      6094.88 1. 1.050000
3      6856.74 1. 1.050000
3       7618.6 1. 1.063291
3      8380.46 1. 1.063291
3      9142.32 1. 1.063291
3      9904.18 1. 1.063291
3        10666 1. 1.063291
3      11427.9 1. 1.063291
3      12189.8 1. 1.050000
3      12951.6 1. 1.024390
3      13713.5 1. 1.012048
3      14475.3 1. 1.012048
3      15237.2 1. 1.012048
3      15999.1 1. 1.012048
3      16760.9 1. 1.000000
3      17522.8 1. 1.000000
3      18284.6 1. 1.000000
3      19046.5 1. 1.000000
3      19808.4 1. 1.000000
3      20570.2 1. 0.988235
3      21332.1 1. 0.988235
3      22093.9 1. 0.988235
3      22855.8 1. 0.988235
3      23617.7 1. 1.000000
3      24379.5 1. 1.024390
3      25141.4 1. 1.037037
3      25903.2 1. 1.037037
3      26665.1 1. 1.024390
3        27427 1. 1.012048
3      28188.8 1. 0.988235
3      28950.7 1. 0.988235
3      29712.5 1. 1.000000
3      30474.4 1. 1.012048
3      31236.3 1. 1.037037
3      31998.1 1. 1.037037
3        32760 1. 1.050000
3      33521.8 1. 0.965517
3      34283.7 1. 0.965517
3      35045.6 1. 0.965517
3      35807.4 1. 0.988235
3      36569.3 1. 1.000000
3      37331.1 1. 1.000000
3        38093 1. 1.000000
3      38854.9 1. 1.000000
3      39616.7 1. 1.000000
3      40378.6 1. 1.012048
3      41140.4 1. 1.000000
3      41902.3 1. 0.988235
3      42664.2 1. 0.965517
3        43426 1. 0.965517
3      44187.9 1. 0.954545
3      44949.7 1. 0.954545
3      45711.6 1. 0.954545
3      46473.5 1. 0.954545
3      47235.3 1. 0.954545
3      47997.2 1. 0.976744
3        48759 1. 0.988235
3      49520.9 1. 1.000000
3      50282.8 1. 1.000000
3      51044.6 1. 1.000000
3      51806.5 1. 1.000000
3      52568.3 1. 1.000000
3      53330.2 1. 1.000000
3      54092.1 1. 1.000000
3      54853.9 1. 1.000000
3      55615.8 1. 1.000000
3      56377.6 1. 1.012048
