411
-1235.1 6.88227e-06
-1234.9 6.88227e-06
-1234.7 6.88227e-06
-1234.5 6.88227e-06
-1234.3 6.88227e-06
-1234.1 6.88227e-06
-1233.9 6.88227e-06
-1233.7 6.88227e-06
-1233.5 6.88227e-06
-1233.3 6.88227e-06
-1233.1 6.88227e-06
-1232.9 6.88227e-06
-1232.7 6.88227e-06
-1232.5 6.88227e-06
-1232.3 6.88227e-06
-1232.1 6.88227e-06
-1231.9 6.88227e-06
-1231.7 6.88227e-06
-1231.5 6.88227e-06
-1231.3 6.88227e-06
-1231.1 6.88227e-06
-1230.9 6.88227e-06
-1230.7 6.88227e-06
-1230.5 6.88227e-06
-1230.3 6.88227e-06
-1230.1 6.88227e-06
-1229.9 6.88227e-06
-1229.7 6.88227e-06
-1229.5 6.88227e-06
-1229.3 6.88227e-06
-1229.1 6.88227e-06
-1228.9 6.88227e-06
-1228.7 6.88227e-06
-1228.5 6.88227e-06
-1228.3 6.88227e-06
-1228.1 6.88227e-06
-1227.9 6.88227e-06
-1227.7 6.88227e-06
-1227.5 6.88227e-06
-1227.3 6.88227e-06
-1227.1 6.88227e-06
-1226.9 6.88227e-06
-1226.7 6.88227e-06
-1226.5 6.88227e-06
-1226.3 6.88227e-06
-1226.1 6.88227e-06
-1225.9 6.88227e-06
-1225.7 6.88227e-06
-1225.5 6.88227e-06
-1225.3 6.88227e-06
-1225.1 6.88227e-06
-1224.9 6.88227e-06
-1224.7 6.88227e-06
-1224.5 6.88227e-06
-1224.3 6.88227e-06
-1224.1 6.88227e-06
-1223.9 6.88227e-06
-1223.7 6.88227e-06
-1223.5 6.88227e-06
-1223.3 6.88227e-06
-1223.1 6.88227e-06
-1222.9 6.88227e-05
-1222.7 0.000103234
-1222.5 0.000185821
-1222.3 0.000406054
-1222.1 0.000633168
-1221.9 0.00101169
-1221.7 0.00162421
-1221.5 0.0025602
-1221.3 0.00375083
-1221.1 0.00543699
-1220.9 0.00753608
-1220.7 0.00986229
-1220.5 0.0126427
-1220.3 0.015898
-1220.1 0.0197659
-1219.9 0.0240122
-1219.7 0.0284513
-1219.5 0.0334065
-1219.3 0.0383205
-1219.1 0.0437299
-1218.9 0.0495661
-1218.7 0.0550994
-1218.5 0.0610319
-1218.3 0.066641
-1218.1 0.0724703
-1217.9 0.0777421
-1217.7 0.0833924
-1217.5 0.089146
-1217.3 0.0945486
-1217.1 0.0996965
-1216.9 0.105106
-1216.7 0.110137
-1216.5 0.115078
-1216.3 0.120116
-1216.1 0.12534
-1215.9 0.130288
-1215.7 0.13523
-1215.5 0.139875
-1215.3 0.144665
-1215.1 0.149304
-1214.9 0.15397
-1214.7 0.158526
-1214.5 0.163502
-1214.3 0.168437
-1214.1 0.173192
-1213.9 0.178044
-1213.7 0.182531
-1213.5 0.187087
-1213.3 0.191767
-1213.1 0.19631
-1212.9 0.200824
-1212.7 0.205498
-1212.5 0.210246
-1212.3 0.215408
-1212.1 0.220164
-1211.9 0.224513
-1211.7 0.2292
-1211.5 0.233859
-1211.3 0.238787
-1211.1 0.243474
-1210.9 0.248223
-1210.7 0.252985
-1210.5 0.258119
-1210.3 0.262903
-1210.1 0.267727
-1209.9 0.272538
-1209.7 0.277314
-1209.5 0.282311
-1209.3 0.287286
-1209.1 0.29218
-1208.9 0.297101
-1208.7 0.301946
-1208.5 0.306701
-1208.3 0.311773
-1208.1 0.317114
-1207.9 0.321987
-1207.7 0.327052
-1207.5 0.332111
-1207.3 0.337396
-1207.1 0.342668
-1206.9 0.347926
-1206.7 0.353115
-1206.5 0.358043
-1206.3 0.363308
-1206.1 0.368793
-1205.9 0.373858
-1205.7 0.37911
-1205.5 0.384251
-1205.3 0.389481
-1205.1 0.394643
-1204.9 0.399839
-1204.7 0.404994
-1204.5 0.410341
-1204.3 0.415696
-1204.1 0.420761
-1203.9 0.426425
-1203.7 0.43189
-1203.5 0.437251
-1203.3 0.442695
-1203.1 0.448022
-1202.9 0.453589
-1202.7 0.459157
-1202.5 0.464518
-1202.3 0.469997
-1202.1 0.47562
-1201.9 0.481366
-1201.7 0.486769
-1201.5 0.492633
-1201.3 0.498166
-1201.1 0.503603
-1200.9 0.509198
-1200.7 0.514587
-1200.5 0.519928
-1200.3 0.525867
-1200.1 0.531662
-1199.9 0.537181
-1199.7 0.543121
-1199.5 0.54906
-1199.3 0.554435
-1199.1 0.560216
-1198.9 0.565922
-1198.7 0.571765
-1198.5 0.577663
-1198.3 0.583403
-1198.1 0.589115
-1197.9 0.594621
-1197.7 0.600471
-1197.5 0.606259
-1197.3 0.61204
-1197.1 0.617525
-1196.9 0.623141
-1196.7 0.628984
-1196.5 0.634965
-1196.3 0.640842
-1196.1 0.646362
-1195.9 0.651957
-1195.7 0.657662
-1195.5 0.663395
-1195.3 0.669046
-1195.1 0.674613
-1194.9 0.680195
-1194.7 0.686141
-1194.5 0.691943
-1194.3 0.697476
-1194.1 0.703195
-1193.9 0.709121
-1193.7 0.715005
-1193.5 0.720504
-1193.3 0.725879
-1193.1 0.731241
-1192.9 0.736685
-1192.7 0.742039
-1192.5 0.747614
-1192.3 0.753333
-1192.1 0.758956
-1191.9 0.76442
-1191.7 0.769885
-1191.5 0.775335
-1191.3 0.780635
-1191.1 0.786113
-1190.9 0.791364
-1190.7 0.796223
-1190.5 0.801509
-1190.3 0.806443
-1190.1 0.811612
-1189.9 0.816574
-1189.7 0.821336
-1189.5 0.826278
-1189.3 0.830958
-1189.1 0.835638
-1188.9 0.8406
-1188.7 0.845115
-1188.5 0.849609
-1188.3 0.854302
-1188.1 0.859051
-1187.9 0.863298
-1187.7 0.867613
-1187.5 0.871866
-1187.3 0.876188
-1187.1 0.880414
-1186.9 0.88486
-1186.7 0.889223
-1186.5 0.893215
-1186.3 0.896993
-1186.1 0.900593
-1185.9 0.904343
-1185.7 0.908246
-1185.5 0.911687
-1185.3 0.915087
-1185.1 0.91839
-1184.9 0.921659
-1184.7 0.925052
-1184.5 0.928431
-1184.3 0.931521
-1184.1 0.934329
-1183.9 0.937117
-1183.7 0.940035
-1183.5 0.942602
-1183.3 0.945155
-1183.1 0.947633
-1182.9 0.950083
-1182.7 0.952382
-1182.5 0.954708
-1182.3 0.95691
-1182.1 0.958817
-1181.9 0.96064
-1181.7 0.962788
-1181.5 0.964935
-1181.3 0.966821
-1181.1 0.968562
-1180.9 0.970351
-1180.7 0.971941
-1180.5 0.973476
-1180.3 0.974832
-1180.1 0.976428
-1179.9 0.977874
-1179.7 0.979188
-1179.5 0.980454
-1179.3 0.981748
-1179.1 0.98287
-1178.9 0.98393
-1178.7 0.98488
-1178.5 0.985857
-1178.3 0.986814
-1178.1 0.987667
-1177.9 0.98839
-1177.7 0.989016
-1177.5 0.989594
-1177.3 0.99022
-1177.1 0.99084
-1176.9 0.991404
-1176.7 0.992037
-1176.5 0.992608
-1176.3 0.9932
-1176.1 0.993765
-1175.9 0.994343
-1175.7 0.994811
-1175.5 0.995258
-1175.3 0.995595
-1175.1 0.995967
-1174.9 0.996256
-1174.7 0.996552
-1174.5 0.996848
-1174.3 0.997061
-1174.1 0.997302
-1173.9 0.997536
-1173.7 0.997736
-1173.5 0.998004
-1173.3 0.998217
-1173.1 0.998383
-1172.9 0.998575
-1172.7 0.99872
-1172.5 0.998802
-1172.3 0.998885
-1172.1 0.998954
-1171.9 0.99903
-1171.7 0.999112
-1171.5 0.999209
-1171.3 0.999291
-1171.1 0.999312
-1170.9 0.99936
-1170.7 0.999401
-1170.5 0.999415
-1170.3 0.999491
-1170.1 0.999511
-1169.9 0.999553
-1169.7 0.999573
-1169.5 0.999608
-1169.3 0.999628
-1169.1 0.999656
-1168.9 0.99967
-1168.7 0.999683
-1168.5 0.999704
-1168.3 0.999732
-1168.1 0.999745
-1167.9 0.999745
-1167.7 0.999745
-1167.5 0.99978
-1167.3 0.9998
-1167.1 0.999814
-1166.9 0.999828
-1166.7 0.999842
-1166.5 0.999849
-1166.3 0.999849
-1166.1 0.999862
-1165.9 0.999862
-1165.7 0.999869
-1165.5 0.999876
-1165.3 0.999883
-1165.1 0.999883
-1164.9 0.999883
-1164.7 0.999883
-1164.5 0.999883
-1164.3 0.999883
-1164.1 0.99989
-1163.9 0.999897
-1163.7 0.999897
-1163.5 0.999897
-1163.3 0.999904
-1163.1 0.999904
-1162.9 0.999911
-1162.7 0.999911
-1162.5 0.999917
-1162.3 0.999917
